col1,col2,F606W,F814W,col5
1246.006,1220.698,26.852,26.272,1
1287.094,1004.147,26.678,26.121,1
1304.8,1188.755,27.521,26.769,1
1314.053,1096.246,27.31,26.596,1
1337.633,1176.837,24.414,23.886,1
1317.644,1200.91,26.538,25.983,1
1354.102,1115.76,25.264,24.698,1
1347.444,1158.057,28.192,27.351,1
1474.028,1220.92,26.963,26.293,1
1497.106,1233.909,27.715,26.926,1
1544.118,1061.679,28.742,27.971,1
1560.989,1112.595,28.114,27.35,1
1578.974,1140.58,23.082,22.395,1
1604.988,1101.836,26.618,25.925,1
1594.63,1215.533,27.466,26.759,1
1624.299,1091.343,27.798,27.058,1
1633.789,1128.034,30.08,29.172,1
1655.588,1030.603,29.777,28.346,1
1660.223,1034.724,28.041,26.626,1
1735.275,1040.757,26.2,25.62,1
1723.867,1237.463,26.923,26.177,1
1751.758,1067.166,23.554,21.252,1
1771.007,1135.196,29.553,27.057,1
1816.54,1052.491,27.535,26.646,1
1828.42,1038.371,27.177,26.347,1
1831.872,1211.54,27.335,26.555,1
1860.502,1137.69,26.823,26.228,1
1865.039,1035.507,26.138,25.585,1
1934.598,1062.692,26.258,25.648,1
1929.759,1111.962,28.999,27.882,1
1950.025,1121.323,28.464,27.648,1
1960.885,1188.924,27.253,26.416,1
1986.323,999.811,21.112,20.558,1
2006.032,1000.711,26.239,24.97,1
2004.399,1153.192,27.298,26.614,1
1991.083,1196.584,26.401,25.818,1
2029.909,995.17,28.47,27.837,1
2019.782,1015.065,27.635,26.951,1
2028.219,1033.207,26.54,25.962,1
2037.795,1046.035,27.385,26.697,1
2085.142,1003.389,25.754,25.219,1
2069.848,1110.762,26.771,26.142,1
2091.771,1098.648,28.442,27.645,1
2095.739,1122.38,26.571,25.935,1
2114.47,1124.723,26.66,25.968,1
2122.499,1200.578,26.778,26.141,1
2153.091,1079.88,27.715,26.842,1
2154.331,1134.46,26.82,26.009,1
2225.715,1143.866,25.126,24.585,1
2249.09,1124.287,26.648,26.101,1
2299.433,1114.542,25.538,24.984,1
2341.859,1134.802,27.966,27.129,1
2350.915,1177.951,26.165,25.557,1
2383.661,1213.134,26.841,26.096,1
2476.387,1209.031,27.129,26.408,1
2535.121,1203.06,28.167,27.278,1
2578.161,1009.195,26.149,25.571,1
2610.533,1131.262,25.32,24.8,1
2600.081,1209.761,20.818,20.226,1
2654.475,1025.995,26.657,25.891,1
2679.129,1028.322,26.417,25.815,1
2695.787,1118.18,28.677,27.512,1
2754.481,1136.715,25.208,24.679,1
2801.445,1023.426,27.26,26.587,1
2818.517,990.176,28.274,27.267,1
2846.878,1045.337,25.914,25.366,1
2865.369,1084.739,29.978,28.55,1
2869.102,1175.953,26.018,25.39,1
2897.205,1134.158,31.158,33.318,1
2918.945,1080.528,26.719,26.072,1
2984.918,995.851,27.398,26.565,1
2969.803,1185.497,27.672,26.837,1
2995.707,1109.803,27.882,27.026,1
3033.819,1146.654,27.165,26.429,1
3048.909,1174.055,27.542,26.784,1
3043.238,1237.592,28.14,27.354,1
3118.25,1169.056,28.086,27.432,1
3173.058,1166.488,26.021,25.466,1
3207.028,1181.87,29.501,28.351,1
3222.704,997.708,27.229,26.374,1
3256.312,1022.378,25.964,25.498,1
3244.749,1050.437,25.38,24.844,1
3281.219,1133.44,28.707,27.692,1
3311.082,1036.055,28.075,27.182,1
3537.671,1135.552,22.82,22.134,1
3564.328,989.761,28.041,27.181,1
3590.77,1223.712,29.997,30.453,1
3724,1084.022,28.838,27.834,1
3776.239,1219.742,26.884,26.19,1
3813.274,1017.03,27.3,26.641,1
3825.158,1109.228,23.769,23.466,1
3906.412,1026.47,28.411,27.306,1
3936.388,1156.321,28.172,27.479,1
3989.678,1181.687,26.782,25.999,1
80.031,1374.08,25.788,25.186,1
177.732,1412.727,25.511,24.98,1
195.369,1371.502,28.537,27.928,1
357.333,1348.885,23.777,22.929,1
532.107,1315.038,25.8,25.271,1
561.336,1302.942,27.097,26.402,1
561.021,1438.663,27.464,26.498,1
626.595,1269.73,27.597,26.661,1
683.457,1274,28.243,27.482,1
768.154,1239.73,25.668,25.121,1
786.529,1374.33,24.128,23.588,1
939.247,1384.764,24.668,24.166,1
952.301,1480.234,25.04,24.549,1
977.92,1293.537,28.691,28.147,1
