col1,col2,F606W,F814W,col5
2703.327,1704.934,27.7318,27.1124,1
2717.95,1575.999,26.7568,26.1614,1
2725.025,1688.879,26.9218,26.3274,1
2752.991,1502.347,27.3218,26.6304,1
2747.888,1575.018,27.3938,26.6514,1
2772.153,1550.357,26.5008,25.9894,1
2886.903,1624.731,25.4468,24.9164,1
2906.103,1512.88,27.2288,26.6804,1
2891.061,1561.608,28.0558,27.2644,1
2954.487,1699.652,26.1908,25.6194,1
2967.981,1539.9,24.5308,24.0768,1
2977.231,1544.349,26.7988,26.1944,1
2985.875,1565.794,21.7,21.0141,1
3031.798,1711.091,28.4478,27.6654,1
3092.559,1680.666,24.3919,23.9383,1
3120.909,1551.361,25.7038,25.2194,1
3153.653,1596.09,28.1268,27.3414,1
3220.563,1675.197,27.7218,27.0934,1
3265.443,1709.442,25.6928,25.2284,1
3293.403,1717.873,27.0028,26.2984,1
3313.054,1600.623,26.3778,25.8554,1
3344.751,1672.627,26.2458,25.7474,1
3352.556,1725.348,20.3406,19.5768,1
3373.255,1653.477,24.7158,24.2784,1
3374.015,1719.862,25.0378,24.5644,1
3410.588,1515.829,26.7718,26.2094,1
3416.396,1563.546,27.8668,27.2674,1
3438.891,1730.96,26.5908,26.0134,1
3470.321,1541.887,27.9368,27.2084,1
3511.246,1493.661,25.2438,24.7814,1
3512.563,1626.347,26.4568,25.9404,1
3524.054,1638.291,26.3468,25.8354,1
3568.689,1642.601,27.9798,27.3574,1
3593.863,1630.654,28.9788,27.7204,1
3593.952,1673.392,25.8068,25.3064,1
3597.078,1729.449,27.1918,26.5164,1
3632.156,1538.547,26.9008,26.7514,1
3655.918,1536.977,25.4098,24.9424,1
3665.025,1682.103,25.0338,24.5534,1
3694.753,1530.338,26.6888,26.1514,1
3749.304,1728.773,27.5538,26.8294,1
3809.717,1551.258,26.8618,26.2494,1
3805.733,1727.024,27.4258,26.7184,1
3813.952,1606.942,28.3458,27.7214,1
3881.69,1539.094,26.1528,25.6374,1
3895.945,1537.998,25.9878,25.4914,1
3888.641,1584.86,25.8838,25.3524,1
3894.888,1697.425,25.4958,25.0154,1
3939.433,1640.407,27.2948,26.5574,1
3977.542,1684.928,28.0518,27.2534,1
4000.257,1530.274,25.1368,24.7154,1
3990.689,1602.711,27.5578,26.8384,1
4032.969,1507.888,26.7148,26.0564,1
4019.011,1514.878,25.1228,24.6804,1
4016.726,1670.209,27.9108,27.2474,1
4029.723,1680.706,26.2938,25.7584,1
4014.219,1690.756,26.4008,25.8484,1
4051.897,1510.412,27.1508,26.5314,1
4068.838,1609.343,27.8088,26.9824,1
4207.653,1646.793,28.2138,27.3474,1
4190.522,1674.926,27.0178,26.3794,1
4247.515,1554.916,25.8808,25.4064,1
4242.185,1586.839,25.4488,25.0164,1
4247.536,1675.596,27.9778,27.2144,1
4271.893,1691.04,24.8248,24.4014,1
4290.045,1652.578,28.5478,27.8254,1
4348.874,1550.734,28.2908,27.4504,1
4383.735,1535.707,27.5468,26.7254,1
4384.368,1730.288,25.9088,25.4394,1
4398.022,1490.451,26.6248,26.1244,1
4409.399,1640.115,25.7958,25.3114,1
4428.532,1657.111,27.9478,27.2414,1
4471.941,1732.96,27.3968,26.7724,1
4541.387,1547.779,28.4998,27.5254,1
4538.257,1623.769,25.5898,25.0784,1
4552.118,1686.023,28.1218,27.3484,1
608.029,1788.982,27.1128,26.6034,1
630.533,1962.74,24.8808,24.4614,1
666.062,1836.921,26.1708,25.6524,1
727.866,1768.296,24.8918,24.4264,1
808.569,1787.558,25.2628,24.7914,1
877.427,1892.608,24.704,24.2121,1
1055.783,1822.768,28.1758,27.3854,1
1179.38,1934.788,28.3278,27.5084,1
1201.235,1977.69,25.9248,25.4424,1
1241.447,1895.325,26.1818,24.7024,1
1316.394,1883.263,25.4598,25.0264,1
1363.494,1783.943,25.8878,25.3354,1
1399.712,1944.865,28.4628,28.2684,1
1430.571,1778.271,25.2568,24.7984,1
1417.932,1984.927,28.6958,27.8754,1
1480.691,1970.511,27.5538,26.9784,1
1509.246,1951.542,28.2908,27.4814,1
1587.864,1861.257,27.7598,27.3494,1
1635.86,1947.112,27.0738,26.4264,1
1683.102,1909.641,25.1038,23.9674,1
1697.029,1826.8,25.8848,25.3804,1
1768.414,1780.512,23.464,22.2218,1
1774.759,1925.155,25.5718,25.1124,1
1932.593,1920.244,26.6878,26.1634,1
2006.066,1759.492,27.7378,27.0504,1
2017.608,1837.776,27.1398,26.5114,1
2049.177,1882.194,26.9288,26.2674,1
2117.591,1750.28,24.6064,24.1556,1
2126.862,1877.966,27.9278,27.0894,1
2188.929,1790.554,28.0878,27.2484,1
2240.845,1938.568,26.7028,26.1824,1
2272.511,1761.481,28.5768,27.6514,1
2312.859,1774.034,24.9228,23.8224,1
2336.671,1760.581,28.6998,27.9324,1
2315.998,1859.614,27.8148,27.1764,1
2326.208,1880.26,24.6743,24.2778,1
2351.527,1745.877,25.7328,25.2434,1
2354.736,1873.884,25.1518,24.6824,1
2376.444,1982.7,26.4038,25.8654,1
2402.309,1929.472,28.2688,27.2644,1
2390.181,1959.693,27.7258,26.9634,1
2419.919,1787.454,25.2538,24.8074,1
2432.838,1876.113,26.0748,25.5284,1
2533.558,1741.7,27.3888,26.7984,1
2536.972,1830.093,27.1398,26.4784,1
2577.15,1873.568,26.0758,25.5644,1
2614.211,1960.986,27.2058,26.5974,1
2651.326,1796.842,25.9058,25.4054,1
2649.371,1896.879,27.6058,26.9284,1
2692.479,1938.925,23.6055,21.263,1
2724.833,1862.77,27.3228,26.6754,1
2741.471,1842.31,27.6388,26.8984,1
2760.392,1857.313,28.0028,27.2224,1
2742.401,1876.441,26.3628,25.8494,1
2759.611,1923.883,27.4928,26.7944,1
2751.95,1949.641,27.6438,26.9464,1
2779.264,1905.908,27.5278,26.8354,1
2848.312,1775.101,25.3758,24.8724,1
2844.139,1846.194,28.4488,27.6374,1
2886.267,1934.791,24.3261,23.8463,1
2891.483,1763.232,26.7228,26.0964,1
2897.492,1874.943,28.0718,27.2174,1
2896.194,1916.25,22.9123,22.2783,1
2902.412,1954.616,26.0848,25.6064,1
2931.652,1783.67,27.4828,26.8164,1
2918.239,1881.674,26.9038,26.2784,1
2941.878,1911.026,25.8358,25.3354,1
2985.169,1739.205,27.9708,27.1794,1
2974.661,1777.197,28.5588,27.6744,1
2969.229,1813.343,25.3738,24.9394,1
2974.692,1875.958,27.4998,26.8354,1
2978.21,1909.59,27.1308,26.4984,1
2967.145,1957.542,25.1608,24.6724,1
2993.8,1938.213,25.5208,25.0574,1
2999.891,1954.763,27.1438,26.5294,1
3022.495,1956.253,27.4298,26.7994,1
3024.529,1977.213,27.5148,26.9334,1
3041.476,1809.835,26.3788,25.9034,1
3091.309,1795.758,28.1448,27.5514,1
3120.756,1889.542,26.5078,25.9464,1
3176.805,1778.739,25.0848,24.6494,1
3251.656,1797.92,27.7528,27.2324,1
3253.73,1814.769,26.0628,25.5934,1
3270.374,1786.172,28.2128,27.5854,1
3280.559,1826.269,28.5998,27.7444,1
3312.084,1805.445,24.6028,24.1359,1
3308.458,1909.267,28.2948,27.4174,1
3294.69,1970.941,25.5288,25.0704,1
3309.859,1985.605,28.5398,27.5874,1
3321.414,1875.521,25.8528,25.3894,1
3340.722,1939.001,28.0418,27.4214,1
3356.844,1956.657,26.0518,25.5054,1
3396.026,1830.609,28.0308,27.4224,1
3406.453,1923.228,28.5148,27.6554,1
3425.521,1744.432,24.4346,23.9771,1
3435.298,1797.168,27.8518,26.9544,1
3453.127,1924.802,24.0052,23.4292,1
