col1,col2,F606W,F814W,col5
4563.958,1667.885,26.758,26.172,1
4616.82,1641.676,22.708,22.023,1
850.744,1769.42,26.674,25.507,1
875.93,1748.39,25.635,25.165,1
870.752,1776.637,25.237,24.743,1
945.674,1789.185,22.425,21.951,1
1017.479,1931.038,26.347,25.828,1
1149.689,1935.105,26.711,26.131,1
1216.894,1786.238,25.798,25.263,1
1224.224,1887.677,28.507,27.617,1
1274.892,1865.637,27.457,26.877,1
1399.328,1765.643,26.311,25.818,1
1423.901,1750.819,28.68,28.049,1
1685.414,1947.67,23.486,22.818,1
1704.01,1969.159,27.1,26.433,1
1714.097,1746.698,27.74,27.035,1
1975.071,1889.653,25.862,25.297,1
2021.1,1889.916,27.031,26.481,1
2077.105,1975.301,27.338,26.663,1
2094.471,1885.848,24.601,24.184,1
2110.121,1923.822,27.181,26.549,1
2137.108,1782.416,28.102,27.287,1
2121.997,1939.253,28.099,27.247,1
2212.891,1970.103,25.217,23.932,1
2227.823,1962.784,27.728,26.92,1
2275.002,1798.516,27.068,26.439,1
2282.81,1910.79,27.193,26.408,1
2312.322,1864.014,24.613,24.153,1
2331.119,1749.882,22.561,21.799,1
2322.424,1798.613,28.431,27.427,1
2427.818,1944.016,26.631,26.113,1
2522.554,1805.793,26.861,26.279,1
2560.333,1927.585,25.371,24.892,1
2574.259,1823.578,27.831,27.126,1
2581.857,1945.605,28.095,27.257,1
2577.171,1966.953,24.461,24.156,1
2599.841,1857.592,28.861,27.747,1
2624.683,1803.315,27.202,26.558,1
2754.105,1745.48,27.695,27.032,1
2768.353,1917.021,28.422,27.384,1
2823.46,1983.646,27.703,26.837,1
2857.411,1914.396,25.051,24.574,1
2859.119,1928.304,27.752,27.017,1
2897.878,1828.767,27.501,26.846,1
2917.694,1816.717,28.433,27.591,1
2961.967,1750.493,26.538,25.921,1
2979.601,1797.121,26.867,26.235,1
2981.295,1908.714,27.28,26.591,1
2994.053,1792.536,25.089,24.58,1
3035.285,1909.243,27.648,26.948,1
3066.722,1836.432,26.623,26.067,1
3143.619,1834.598,27.748,26.938,1
3166.13,1789.162,27.97,27.087,1
3219.531,1948.908,27.314,26.597,1
3273.239,1908.895,27.516,26.777,1
3303.077,1764.633,24.656,24.173,1
3303.927,1823.586,27.48,26.613,1
3355.429,1738.826,27.537,26.871,1
3364.33,1793.454,27.355,26.769,1
3396.785,1981.705,27.64,26.924,1
3447.938,1891.981,28.008,27.397,1
3465.374,1754.281,24.869,24.419,1
3477.79,1795.201,28.531,27.64,1
3498.696,1974.146,28.859,27.917,1
3586.741,1797.642,28.017,27.117,1
3655.881,1744.048,22.858,22.35,1
3640.105,1885.706,24.912,23.341,1
3680.155,1784.2,25.277,24.817,1
3728.133,1830.261,24.258,23.778,1
3762.925,1815.152,25.091,24.637,1
3793.907,1931.113,26.149,25.622,1
3792.384,1955.762,26.573,25.998,1
3824.363,1834.465,26.683,26.089,1
3857.652,1743.253,26.777,26.176,1
3843.241,1831.966,25.35,24.882,1
3883.494,1787.243,26.722,26.157,1
3864.24,1982.116,26.402,25.837,1
3953.335,1916.32,28.96,28.028,1
3984.225,1830.388,27.628,26.947,1
3972.205,1883.082,25.32,24.845,1
3997.284,1797.97,24.77,24.331,1
3989.213,1944.923,27.451,26.845,1
4049.433,1962.088,27.938,27.159,1
4090.513,1878.886,28.593,27.663,1
4120.258,1778.631,28.986,28.605,1
4130.686,1880.041,27.192,26.402,1
4129.475,1893.058,27.029,26.378,1
4159.632,1856.747,27.549,26.883,1
4174.716,1944.551,26.239,25.658,1
